filename,genre,songTitle,artistName
blues.00061.wav,blues,Boppin' The Rock,Clifton Chenier
blues.00062.wav,blues,The Things I Did For You (Take 1),Clifton Chenier
blues.00063.wav,blues,Yesterday (I Lost My Best Friend) [Take 4],Clifton Chenier
blues.00064.wav,blues,Squeeze-Box Boogie,Clifton Chenier
blues.00065.wav,blues,I'm On My Way (Part 1),Clifton Chenier
blues.00066.wav,blues,Ay-Te Te Fee (Take 8),Clifton Chenier
blues.00067.wav,blues,All Night Long,Clifton Chenier
blues.00068.wav,blues,Opelousas Hop,Clifton Chenier
blues.00069.wav,blues,I'm On My Way (Part 2),Clifton Chenier
blues.00070.wav,blues,Think It Over (Take 4),Clifton Chenier
blues.00071.wav,blues,Zodico Stomp,Clifton Chenier
blues.00072.wav,blues,The Cat's Dreamin',Clifton Chenier
blues.00073.wav,blues,I Bought a Racoon,Buckwheat Zydeco Ils Sont Partis
blues.00074.wav,blues,"Bim Bam, Thank You Mam",Buckwheat Zydeco Ils Sont Partis
blues.00075.wav,blues,Ya Ya,Buckwheat Zydeco
blues.00076.wav,blues,Buck's Nouvelle Jole Blon,Buckwheat Zydeco
blues.00077.wav,blues,On a Night Like This,Buckwheat Zydeco
blues.00078.wav,blues,Hot Tamale Baby,Buckwheat Zydeco
blues.00079.wav,blues,Ma Tit Fille,Buckwheat Zydeco
blues.00080.wav,blues,Hey Good Lookin',Buckwheat Zydeco
blues.00081.wav,blues,Buck's Hot Rod,Buckwheat Zydeco
blues.00082.wav,blues,Why Does Love Got To Be So Sad,Buckwheat Zydeco
blues.00083.wav,blues,Drivin Old Grey,Buckwheat Zydeco
blues.00084.wav,blues,Zydeco Honky Tonk,Buckwheat Zydeco
blues.00085.wav,blues,Crow Jane,Hot Toddy
blues.00086.wav,blues,Cross Cut Saw,Hot Toddy
blues.00087.wav,blues,Right from the Start,Hot Toddy
blues.00088.wav,blues,She's My Girl,Hot Toddy
blues.00089.wav,blues,I Wish You Would,Hot Toddy
blues.00090.wav,blues,One More Night,Hot Toddy
blues.00091.wav,blues,Rescue Me,Hot Toddy
blues.00092.wav,blues,Neighbors Land,Hot Toddy
blues.00093.wav,blues,Mermaids Flirt With Me,Hot Toddy
blues.00094.wav,blues,My Babe,Hot Toddy
blues.00095.wav,blues,Down By the Riverside,Hot Toddy
blues.00096.wav,blues,Long Distance,Hot Toddy
blues.00097.wav,blues,T-Bone Shuffle,Hot Toddy
blues.00098.wav,blues,Iceman,Albert Collins
blues.00099.wav,blues,Lights Are On (But Nobody's Home) [Live],Albert Collins
classical.00000.wav,classical,"Concerto for Oboe d'amore, Strings, and Continuo in D Major, BWV 1053: I. (Allegro) [Reconstruction: Arnold Mehl]",Heinz Holliger & Camerata Bern
classical.00001.wav,classical,Explore,Lovesonic
classical.00002.wav,classical,"Concerto for Oboe d'amore, Strings, and Continuo in D Major, BWV 1053: III. Allegro (Reconstruction: Arnold Mehl)",Heinz Holliger & Camerata Bern
classical.00003.wav,classical,"Cantata ""Ich Steh Mit Einem Fuß Im Grabe"", BWV 156: Sinfonia",Heinz Holliger & Camerata Bern
classical.00004.wav,classical,"Canonic Trio in F, BWV 1040","Heinz Holliger, Thomas Zehetmair, Massimo Polidori & Andreas Erismann"
classical.00005.wav,classical,"Oboe Concerto in E-Flat, Wq 165: I. Allegro",Heinz Holliger & Camerata Bern
classical.00006.wav,classical,"Oboe Concerto in E-Flat, Wq 165: II. Adagio ma non troppo",Heinz Holliger & Camerata Bern
classical.00007.wav,classical,"Oboe Concerto in E-Flat, Wq 165: III. Allegro ma non troppo",Heinz Holliger & Camerata Bern
classical.00008.wav,classical,"Oboe Concerto in B-Flat, Wq 164: I. Allegretto",Heinz Holliger & Camerata Bern
classical.00009.wav,classical,"Oboe Concerto in B-Flat, Wq 164: II. Largo e mesto",Heinz Holliger & Camerata Bern
classical.00010.wav,classical,"Oboe Concerto in B-Flat, Wq 164: III. Allegro moderato",Heinz Holliger & Camerata Bern
classical.00011.wav,classical,"Symphony No. 36 in C Major, K425 'Linz': I. Adagio: Allegro spiritoso",Gunther Hasselmann
classical.00012.wav,classical,"Symphony No. 36 in C Major, K425 'Linz': II. Poco adagio",Gunther Hasselmann
classical.00013.wav,classical,"Symphony No. 36 in C Major, K425 'Linz': III. Menuetto",Gunther Hasselmann
classical.00014.wav,classical,"Symphony No. 36 in C, K. 425, ""Linz"": IV. Finale (Presto)",Academy of St Martin in the Fields & Sir Neville Marriner
classical.00015.wav,classical,"Symphony No. 38 in D Major, K504 'Prague': I. Adagio: Allegro",Gunther Hasselmann
classical.00016.wav,classical,"Symphony No. 38 in D Major, K504 'Prague': II. Andante",Gunther Hasselmann
classical.00017.wav,classical,"Symphony No. 38 in D Major, K. 504 ""Prague"": III. Finale (Presto)",Academy of St Martin in the Fields & Sir Neville Marriner
classical.00018.wav,classical,"Symphony No. 39 in E-Flat, K. 543: I. Adagio - Allegro",Academy of St Martin in the Fields & Sir Neville Marriner
classical.00019.wav,classical,"Symphony No. 39 in E Flat Major, K543: II. Andante con moto",Gunther Hasselmann
classical.00020.wav,classical,"Symphony No. 39 in E Flat Major, K543: III. Menuetto (Allegro)",Gunther Hasselmann
classical.00021.wav,classical,"Symphony No. 39 in E-Flat Major, K. 543: IV. Finale (Allegro)",Academy of St Martin in the Fields & Sir Neville Marriner
classical.00022.wav,classical,"Symphony No. 40 in G Minor, K. 550: I. Molto Allegro",Sir Neville Marriner & Academy of St Martin in the Fields
classical.00023.wav,classical,"Symphony No. 40 in G Minor, K. 550: II. Andante",Academy of St Martin in the Fields & Sir Neville Marriner
classical.00024.wav,classical,"Symphony No. 40 in G Minor, K. 550: III. Menuetto (Allegretto)",Academy of St Martin in the Fields & Sir Neville Marriner
classical.00025.wav,classical,Better,Khalid
classical.00026.wav,classical,"Symphony No. 41 in C Major, K. 551 ""Jupiter"": I. Allegro vivace",Academy of St Martin in the Fields & Sir Neville Marriner
classical.00027.wav,classical,"Symphony No. 41 in C Major, K. 551 - ""Jupiter"": II. Andante cantabile",Academy of St Martin in the Fields & Sir Neville Marriner
classical.00028.wav,classical,"Symphony No. 41 in C, K. 551 - ""Jupiter"": 3. Menuetto (Allegretto)",Sir Neville Marriner & Academy of St Martin in the Fields
classical.00029.wav,classical,"Symphony No. 41 in C Major, K. 551 - ""Jupiter"": IV. Molto allegro",Academy of St Martin in the Fields & Sir Neville Marriner
classical.00030.wav,classical,"Quartet In G Minor for Strings, Op. 10/I. Animé Et Très Décidé","Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick"
classical.00031.wav,classical,"String Quartet in G Minor, Op. 10, L. 85: II. Assez vif et bien rythmé",Juilliard String Quartet
classical.00032.wav,classical,"Quartet In G Minor for Strings, Op. 10/III. Andantino, Doucement Expressif","Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick"
classical.00033.wav,classical,"Quartet In G Minor for Strings, Op. 10/IV. Très Modéré- Très Mouvementé Et Avec Passion- Très Animé- Très Vií","Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick"
classical.00034.wav,classical,Quartet In F Major for Strings/I. Allegro Moderato. Très Doux,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick"
classical.00035.wav,classical,Quartet In F Major for Strings/II. Assez Vif - Très Rythmé,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick"
classical.00036.wav,classical,Quartet In F Major for Strings/III. Très Lent,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick"
classical.00037.wav,classical,Quartet In F Major for Strings/IV. Vif Et Agité,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick"
classical.00038.wav,classical,Ainsi la Nuit for String Quartet/I. Nocturne,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick"
classical.00039.wav,classical,Ainsi la Nuit for String Quartet/II. Miroir D'espace,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick"
classical.00040.wav,classical,Ainsi la Nuit for String Quartet/IV. Litanies 2,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick"
classical.00041.wav,classical,Ainsi la Nuit for String Quartet/VII. Temps Suspendu,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick"
classical.00042.wav,classical,Sonata in the 9th Tone for 8 parts,E. Power Biggs & Vittorio Negri
classical.00043.wav,classical,"Konzert Für Waldhorn Mit Orchester - Oder Klavierbegleitung, Op. 11 (Trenner-Verz. 117): I. Allegro",Johannes Ritzkowsky & Wolfgang Swallisch
classical.00044.wav,classical,Rhapsody in Blue (Live),Leonard Bernstein & Los Angeles Philharmonic
classical.00045.wav,classical,"Fuge Für Klavier, AV 81/177","Gitti Pirner, Johannes Ritzkowsky & Wolfgang Swallisch"
classical.00046.wav,classical,"Violin Concerto No. 1, Op. 35","Kazimierz Kord, Warsaw Philharmonic Orchestra, Warsaw National Philharmonic Orchestra & Kaja Danczowska"
classical.00047.wav,classical,On the Town: Three Dance Episodes: 2. Lonely Town: Pas de Deux (Andante Sostenuto),Leonard Bernstein & Israel Philharmonic Orchestra
classical.00048.wav,classical,Rhapsody In Blue,André Previn & London Symphony Orchestra
classical.00049.wav,classical,"Symphony No. 1 in C, Op. 21: IV. Finale (Adagio - Allegro Molto e Vivace)",Gewandhausorchester & Kurt Masur
classical.00050.wav,classical,"Adagio for Strings, Op. 11",Leonard Bernstein & Los Angeles Philharmonic
classical.00051.wav,classical,"Symphony No. 6 in B Minor, Op. 74 'Pathétique': I. Adagio - Allegro non troppo",Chicago Symphony Orchestra & Daniel Barenboim
classical.00052.wav,classical,Overture Candide (Live),Los Angeles Philharmonic & Leonard Bernstein
classical.00053.wav,classical,Canzoni et sonate (21): Sonata XIII a 8,Empire Brass
classical.00054.wav,classical,"Rigoletto / Act 2: ""Mio padre!...Compiuto pur quanto""","Dame Joan Sutherland, Richard Bonynge, London Symphony Orchestra, Sherrill Milnes, Christian Du Plessis, John Gibbs & Riccardo Cassinelli"
classical.00055.wav,classical,West Side Story Symphonic Dances: II. Somewhere (Live),Los Angeles Philharmonic & Leonard Bernstein
classical.00056.wav,classical,Solemn Mass for the Feast of Sancta Maria: Kyrie a 4 (Selva morale e spirituale),"Taverner Choir, Taverner Consort & Taverner Players"
classical.00057.wav,classical,"""West Side Story"" - Symphonic Dances: III. Scherzo",Los Angeles Philharmonic & Leonard Bernstein
classical.00058.wav,classical,"3 Gymnopédies: No. 1, Lent et Grave - No. 3, Lent et douloureux",London Philharmonic Orchestra & Bernard Herrmann
classical.00059.wav,classical,Mercure,The London Festival Players & Bernard Herrmann
classical.00060.wav,classical,La belle excentrique,The London Festival Players & Bernard Herrmann
classical.00061.wav,classical,Jack in the Box,Bernard Herrmann & The London Festival Players
classical.00062.wav,classical,Saudades do Brasil,Bernard Herrmann & The London Festival Players
classical.00063.wav,classical,"Piano Sonata No. 21 in B-Flat, D. 960: I. Molto Moderato",Alfred Brendel
classical.00064.wav,classical,"Piano Sonata No. 21 in B-Flat, D. 960: II. Andante Sostenuto",Alfred Brendel
classical.00065.wav,classical,"Sonata in B-Flat Major, D. 960: III. Scherzo. Allegro vivace con delicatezza – Trio",Karin Kei Nagano
classical.00066.wav,classical,"Piano Sonata No. 21 in B-Flat, D.960: 4. Allegro Ma Non Troppo",Alfred Brendel
classical.00067.wav,classical,"Fantasy in C Major ""Wanderer""",Alfred Brendel
classical.00068.wav,classical,"Symphony No. 26 in D Minor - ""Lamentatione"": I. Allegro assai con spirito",Nicholas Ward & Northern Chamber Orchestra
classical.00069.wav,classical,"Symphony No. 26 in D Minor - ""Lamentatione"": II. Adagio",Nicholas Ward & Northern Chamber Orchestra
classical.00070.wav,classical,"Symphony No. 26 in D Minor - ""Lamentatione"": III. Minuet & Trio",Nicholas Ward & Northern Chamber Orchestra
classical.00071.wav,classical,Symphony No. 35 in B-Flat Major: I. Allegro di molto,Nicholas Ward & Northern Chamber Orchestra
classical.00072.wav,classical,Symphony No. 35 in B-Flat Major: II. Andante,Nicholas Ward & Northern Chamber Orchestra
classical.00073.wav,classical,Symphony No. 35 in B-Flat Major: III. Minuet and Trio,Nicholas Ward & Northern Chamber Orchestra
classical.00074.wav,classical,Symphony No. 35 in B-Flat Major: IV. Finale: Presto,Nicholas Ward & Northern Chamber Orchestra
classical.00075.wav,classical,"Symphony No. 49 in F Minor, Hob. I:49 - ""La Pasione"": I. Adagio",Nicholas Ward & Northern Chamber Orchestra
classical.00076.wav,classical,"Symphony No. 49 in F Minor, Hob. I:49 - ""La Pasione"": II. Allegro di molto",Nicholas Ward & Northern Chamber Orchestra
classical.00077.wav,classical,"Piano Sonata No. 8 in C Minor, Op.13 'Pathétique': I. Grave - Allegro di molto e con brio",Daniel Barenboim
classical.00078.wav,classical,"Piano Sonata No. 8 in C Minor, Op.13 'Pathétique': II. Adagio cantabile",Daniel Barenboim
classical.00079.wav,classical,"Sonata No. 8 in A Minor, K. 310: III. Presto (feat. 古典樂精選)",Ludwig van Beethoven
classical.00080.wav,classical,"Symphony No. 6 in B Minor, Op. 74 'Pathétique': I. Adagio - Allegro non troppo",Chicago Symphony Orchestra & Daniel Barenboim
classical.00081.wav,classical,"Symphony No. 6 in B Minor, Op. 74 'Pathétique': II. Allegro con grazia",Chicago Symphony Orchestra & Daniel Barenboim
classical.00082.wav,classical,Hill Song No. 2,Clark Rundell & Royal Northern College of Music Wind Orchestra
classical.00083.wav,classical,Ye Banks and Braes O'Bonnie Doon,Clark Rundell & Royal Northern College of Music Wind Orchestra
classical.00084.wav,classical,"Let's Dance Gay in Green Meadow, ""Faeroe Island Dance""",Clark Rundell & Royal Northern College of Music Wind Orchestra
classical.00085.wav,classical,The Lads of Wamphray March,Clark Rundell & Royal Northern College of Music Wind Orchestra
classical.00086.wav,classical,"Shepherd's Hey (Arr. Wright for Brass Band, Chorus and Organ)",Timothy Reynish & Royal Northern College of Music Wind Orchestra
classical.00087.wav,classical,The Merry King,Clark Rundell & Royal Northern College of Music Wind Orchestra
classical.00088.wav,classical,"Molly on the Shore, BFMS 1",Clark Rundell & Royal Northern College of Music Wind Orchestra
classical.00089.wav,classical,"The Four Seasons, Op. 8, Concerto No. 1 in E Major, RV 269, ""Spring"": I. Allegro",Leonard Slatkin & José Louis Garcia
classical.00090.wav,classical,"The Four Seasons: Violin Concerto No. 1 in E Major, ""Spring"": II. Largo","English Chamber Orchestra, Leonard Slatkin & José-Luis Garcia"
classical.00091.wav,classical,"The Four Seasons: Violin Concerto No. 1 in E Major, ""Spring"": III. Allegro","English Chamber Orchestra, Leonard Slatkin & José-Luis Garcia"
classical.00092.wav,classical,"Piccolo Concerto, For Piccolo, Strings & Continuo In A Minor, Rv 44",Maurice André & Jean-François Paillard & Jean-François Pailla
classical.00093.wav,classical,以后不会再有你 (DJ童波版伴奏),Yun Fei Fei
classical.00094.wav,classical,"The Four Seasons: Violin Concerto No. 2 in G Minor, ""Summer"": I. Allegro non molto","English Chamber Orchestra, Leonard Slatkin & José-Luis Garcia"
classical.00095.wav,classical,"The Four Seasons: Violin Concerto No. 2 in G Minor, ""Summer"": II. Adagio","English Chamber Orchestra, Leonard Slatkin & José-Luis Garcia"
classical.00096.wav,classical,"The Four Seasons - Violin Concerto in G Minor, RV 315 - ""Summer"": III. Presto","English Chamber Orchestra, José-Luis Garcia & Leonard Slatkin"
classical.00097.wav,classical,"Violin Concerto, For Violin, Strings & Continuo In A Minor, Op. 3/6, Rv",Maurice André & Jean-François Paillard & Jean-François Pailla
classical.00098.wav,classical,"The Four Seasons: Violin Concerto No. 3 in F Major, ""Autumn"": III. Allegro","English Chamber Orchestra, Leonard Slatkin & José-Luis Garcia"
classical.00099.wav,classical,"The Four Seasons: Violin Concerto No. 3 in F Major, ""Autumn"": II. Adagio molto","English Chamber Orchestra, Leonard Slatkin & José-Luis Garcia"
country.00000.wav,country,Just to Hear You Say That You Love Me (with Tim McGraw),Faith Hill
country.00001.wav,country,That's the Kind of Mood I'm In,Patty Loveless
country.00002.wav,country,Unknown Title,Unknown Subtitle
country.00003.wav,country,If Tomorrow Never Comes (Live),Garth Brooks
country.00004.wav,country,Outbound Plane,Suzy Bogguss
country.00005.wav,country,You Win My Love,Shania Twain
country.00006.wav,country,Straight Tequila Night,John Anderson
country.00007.wav,country,Best of Intentions,Travis Tritt
country.00008.wav,country,Never Knew Lonely,Vince Gill
country.00009.wav,country,Meanwhile Back At the Ranch,The Clark Family Experience
country.00010.wav,country,I Can't Stop Loving You,Johnny Tillotson
country.00011.wav,country,"A Church, a Courtroom and Then Goodbye",Patsy Cline
country.00012.wav,country,Music City U.S.A.,Bobby Bare
country.00013.wav,country,Let Your Love Flow,Loretta Lynn
country.00014.wav,country,Silver Threads and Golden Needles,Nina Martinique
country.00015.wav,country,White Lightning,Waylon Jennings
country.00016.wav,country,I Walk The Line (feat. The Tennessee Two),Johnny Cash
country.00017.wav,country,San Antonio Rose,Floyd Cramer
country.00018.wav,country,I'm Gonna Be a Country Girl Again,Billie Jo Spears
country.00019.wav,country,Shelter Of My Arms,Willie Nelson
country.00020.wav,country,Tell Laura I Love Her,Ray Peterson
country.00021.wav,country,Raindrops Keep Fallin' On My Head,B.J. Thomas
country.00022.wav,country,Love Me With All Your Heart,Karl Denver
country.00023.wav,country,Today I Started Loving You Again,Kenny Rogers
country.00024.wav,country,Your Cheatin' Heart,Hank Williams
country.00025.wav,country,Love Hurts (with The Fallen Angels)d (Live),Gram Parsons
country.00026.wav,country,Home Is Where You're Happy,Willie Nelson
country.00027.wav,country,Unknown Title,Unknown Subtitle
country.00028.wav,country,Would You Take Another Chance On Me?,Jerry Lee Lewis
country.00029.wav,country,Ridin' My Thumb To Mexico,Johnny Rodriguez
country.00030.wav,country,Unknown Title,Unknown Subtitle
country.00031.wav,country,Unknown Title,Unknown Subtitle
country.00032.wav,country,O Come All Ye Faithful,Chip Mergott
country.00033.wav,country,Teach Me To Cheat,Kendalls
country.00034.wav,country,Sally Let Your Bangs Hang Down (LEONA WILLIAMS & MERLE HAGGARD),Leona Williams & Merle Haggard
country.00035.wav,country,Oh Baby Mine (I Get So Lonely),The Statler Brothers
country.00036.wav,country,Old Violin,Johnny Paycheck
country.00037.wav,country,Don't Give Candy to a Stranger,Larry Boone
country.00038.wav,country,Unknown Title,Unknown Subtitle
country.00039.wav,country,Johnnie Can't Dance (Johnnie Peut Pas Dancer),Zydecajun & Wayne Toups
country.00040.wav,country,Dumas Walker,The Kentucky Headhunters
country.00041.wav,country,Goin' By The Book,Johnny Cash
country.00042.wav,country,Unknown Title,Unknown Subtitle
country.00043.wav,country,Cadillac Style,Sammy Kershaw
country.00044.wav,country,Unknown Title,Unknown Subtitle
country.00045.wav,country,Any Man Of Mine,Shania Twain
country.00046.wav,country,I Found My Girl In the U.S.A.,Jimmie Skinner
country.00047.wav,country,I'm the Girl In the Usa,Connie Hall
country.00048.wav,country,Running Bear,Johnny Preston
country.00049.wav,country,Out of Control,George Jones
country.00050.wav,country,Never Alone,Vince Gill
country.00051.wav,country,Never Knew Lonely,Vince Gill
country.00052.wav,country,When I Call Your Name,Vince Gill
country.00053.wav,country,Liza Jane,Vince Gill
country.00054.wav,country,Look at Us,Vince Gill
country.00055.wav,country,Take Your Memory With You,Vince Gill
country.00056.wav,country,Pocket Full of Gold,Vince Gill
country.00057.wav,country,The Heart Won't Lie (feat. Vince Gill),Reba McEntire
country.00058.wav,country,Don't Let Our Love Start Slippin' Away,Vince Gill
country.00059.wav,country,I Still Believe In You,Vince Gill
country.00060.wav,country,No Future in the Past,Vince Gill
country.00061.wav,country,Tryin' to Get Over You,Vince Gill
country.00062.wav,country,One More Last Chance,Vince Gill
country.00063.wav,country,I Can't Tell You Why,Vince Gill
country.00064.wav,country,I Will Always Love You,Dolly Parton
country.00065.wav,country,Blue Eyes Crying In The Rain,Willie Nelson
country.00066.wav,country,If You've Got The Money I've Got the Time,Willie Nelson
country.00067.wav,country,Georgia On My Mind,Willie Nelson
country.00068.wav,country,Blue Skies,Willie Nelson
country.00069.wav,country,My Heroes Have Always Been Cowboys,Willie Nelson
country.00070.wav,country,On the Road Again,Willie Nelson
country.00071.wav,country,Always On My Mind,Willie Nelson
country.00072.wav,country,City of New Orleans,Willie Nelson
country.00073.wav,country,Forgiving You Was Easy,Willie Nelson
country.00074.wav,country,Living In the Promiseland,Willie Nelson
country.00075.wav,country,Midnight Rider,Willie Nelson
country.00076.wav,country,Remember Me (When the Candle Lights Are Gleaming),Willie Nelson
country.00077.wav,country,Uncloudy Day,Willie Nelson
country.00078.wav,country,Angel Flying Too Close to the Ground,Willie Nelson
country.00079.wav,country,Last Thing I Needed First Thing This Morning,Willie Nelson
country.00080.wav,country,Nothing I Can Do About It Now,Willie Nelson
country.00081.wav,country,Long Sermon,Brad Paisley
country.00082.wav,country,Me Neither,Brad Paisley
country.00083.wav,country,Who Needs Pictures,Brad Paisley
country.00084.wav,country,Don't Breathe,Brad Paisley
country.00085.wav,country,He Didn't Have to Be,Brad Paisley
country.00086.wav,country,It Never Woulda Worked Out Anyway,Brad Paisley
country.00087.wav,country,Holdin' On to You,Brad Paisley
country.00088.wav,country,I've Been Better,Brad Paisley
country.00089.wav,country,We Danced,Brad Paisley
country.00090.wav,country,Sleepin' On the Foldout,Brad Paisley
country.00091.wav,country,Cloud of Dust,Brad Paisley
country.00092.wav,country,The Nervous Breakdown (Instrumental),Brad Paisley
country.00093.wav,country,In the Garden,Brad Paisley
country.00094.wav,country,I Just Want To Dance With You,George Strait
country.00095.wav,country,One Step at a Time,George Strait
country.00096.wav,country,TRUE,George Strait
country.00097.wav,country,Remember the Alamo,George Strait
country.00098.wav,country,Maria,George Strait
country.00099.wav,country,We Really Shouldn't Be Doing This,George Strait
disco.00000.wav,disco,Lowdown,Boz Scaggs
disco.00001.wav,disco,I Will Survive,Gloria Gaynor
disco.00002.wav,disco,Look Back Over Your Shoulder,Archie Bell & The Drells
disco.00003.wav,disco,Deputy of Love,Don Armando's 2nd Ave. Rhumba Band
disco.00004.wav,disco,Run Back,Carl Douglas
disco.00005.wav,disco,Native New Yorker,Odyssey
disco.00006.wav,disco,Romeo Juliet,Nick pauls
disco.00007.wav,disco,"So Many Men, So Little Time",Miquel Brown
disco.00008.wav,disco,"Found a Cure (12"" Disco Mix)",Ashford & Simpson
disco.00009.wav,disco,Get Up,Osibisa
disco.00010.wav,disco,Encore,Cheryl Lynn
disco.00011.wav,disco,Can You Feel It,Billy Ocean
disco.00012.wav,disco,"She's A Bad Mama Jama (She's Built, She's Stacked)",Carl Carlton
disco.00013.wav,disco,Back Off Boogaloo (Re-Record),Donna Summer
disco.00014.wav,disco,Stayin' Alive,Bee Gees
disco.00015.wav,disco,Boogie Nights,Heatwave
disco.00016.wav,disco,Sing a Song,"Earth, Wind & Fire"
disco.00017.wav,disco,You're OK,Ottawan
disco.00018.wav,disco,Sex,Sabrina
disco.00019.wav,disco,I'm Doin' Fine Now,New York City
disco.00020.wav,disco,Patches,Clarence Carter
disco.00021.wav,disco,Never Can Say Goodbye,Gloria Gaynor
disco.00022.wav,disco,Ooh What a Life (Gerd Janson & Shan Edit),Gibson Brothers
disco.00023.wav,disco,Playboy (Be Me),La Toya Jackson
disco.00024.wav,disco,"Help, Get Me Some Help",Ottawan
disco.00025.wav,disco,High Energy,Evelyn Thomas
