filename,genre,songTitle,artistName,lyrics,spectral_centroid,energy_rms,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
blues.00011.wav,blues,It Serves You Right to Suffer,John Lee Hooker,"So you're right to be alone. So you're right to stop on. So you're right to be alone. Because you're still living. The day, done, said, done.",1353.3291189300635,0.065684564,-287.92355,123.97102,5.456122,33.684544,1.0892011,14.704721,-4.898606,8.6532755,0.78279775,6.5667357,-4.87944,-3.1806588,-5.5570035,-6.786621,-2.6442327,-2.9824314,-3.3811383,-1.8614974,1.8359205,-4.8965116,0.24839152,0.23022658,0.3049179,0.41385776,0.6585419,0.54143935,0.35246062,0.3485756,0.34564975,0.34801108,0.27664188,0.32097095
blues.00012.wav,blues,Cross Road Blues,Robert Johnson,I am their name where they see me This is called Wifey 사실 It's been as a crossover Outりruck playgirls and ...,1361.1004062354928,0.11902389,-207.20874,132.79709,-15.460706,60.994865,0.71024126,12.461279,1.1609277,-1.5278946,-17.901815,8.369234,-2.4538186,-0.5966887,0.3688165,2.6052277,-5.1930146,-9.530149,-9.2374,-2.8406756,-1.4114445,-5.931029,0.30367604,0.16028024,0.21962753,0.20349412,0.19680662,0.26644212,0.30161792,0.15768723,0.18246064,0.21346878,0.37555256,0.6508768
blues.00013.wav,blues,Terraplane Blues,Robert Johnson,"I swear I pledge a lie to my mother Your home won't even blow I'm better than my best friend, she ain't a swear my lie to my mother, this home won't even blow I swear I pledge a lie to my mother, this home won't even blow I'm better than my best friend, she ain't a swear my lie to my mother, this home won't even blow I'm better than my mother, this home won't even blow",1324.3317542217217,0.11318897,-209.7822,124.46592,10.285805,47.030174,6.4823856,15.417021,-2.0100777,6.735786,-21.54862,10.7284975,-5.532432,-2.202038,-3.051727,8.644019,-0.31084576,-0.63614476,-2.9359381,-1.706597,-1.7654228,-7.755964,0.12737735,0.14210585,0.17116775,0.14698218,0.1898864,0.2315373,0.15596744,0.2164878,0.34531906,0.38492692,0.6915307,0.3734269
blues.00014.wav,blues,#030: Obsession,This American Life,"I do I'm a Nalo, took from my best friend Song juggle got lucky, stole her back again He better come on, in life it is There is fun to be ready to do",1172.2763008557504,0.06693625,-305.69858,113.041626,12.1149,45.039444,17.73924,14.59463,4.157129,0.24009813,-7.013088,13.649843,8.923058,1.3016899,5.952128,8.542284,1.1171257,0.5882187,0.060077444,-3.706519,-1.001884,-1.8044139,0.2962065,0.31608987,0.29482225,0.24004889,0.29478705,0.3142644,0.23711233,0.23535693,0.28419057,0.3778442,0.6203979,0.4373697
blues.00015.wav,blues,Walkin' Blues,Robert Johnson,"I did all I can do No, no, be the black blowing my world on the moon Got up this morning, not little night, it was no light I've been late, but I don't have time Where I got up this morning",1420.4114787701458,0.080638945,-238.53304,120.08829,-4.2245555,42.310043,5.9163294,13.914182,5.3575773,1.9037088,-16.92988,12.339311,3.9409604,-1.3906771,0.014792085,3.5804954,-4.5049934,-5.541951,-6.883077,-4.82639,1.7385828,-1.8840168,0.26288956,0.16624133,0.243802,0.2428957,0.28420234,0.29283303,0.26068234,0.16922724,0.1975626,0.24369343,0.36236748,0.5177622
blues.00016.wav,blues,I Believe I'll Dust My Broom,Robert Johnson,"I don't care, I just don't I don't try this song If you cry about a liquor you die But I don't, you would cry about the money I don't mind I die Even if I don't know where It is I don't know Phew",1455.0424713768248,0.08141902,-233.79489,120.66705,-3.1675603,39.53927,3.858855,18.839672,-3.6889172,4.431845,-14.975372,17.571035,1.8447447,2.5386066,-1.2386857,8.439363,-0.20983855,-3.9067852,-4.478641,-0.012232234,1.2932649,-2.0874293,0.23256327,0.1688748,0.14962569,0.27871916,0.40747806,0.24971187,0.27227345,0.35508335,0.5286722,0.5375012,0.26503965,0.2540149
blues.00017.wav,blues,32-20 Blues,Robert Johnson,If she gets in real and thanks you don't want Take my 3229 cut her hairband She got a 30 special but I believe it's most too late She got 30 special but I believe it's most too late I got a 3220 got to make the cancel right What the fuck is this?,1088.7781161784512,0.09325911,-245.75414,140.48093,-2.771439,60.42012,18.9254,9.837099,3.566577,0.53618747,-16.36736,6.629854,7.269149,-4.015731,1.6074536,5.898682,-3.0176077,-4.7748995,-3.0270703,-1.9985329,-0.058759093,-3.9718897,0.30284935,0.2071584,0.15734096,0.15960151,0.30674273,0.2565114,0.25413823,0.31225276,0.4253431,0.5789123,0.35321245,0.31281105
blues.00018.wav,blues,Kind Hearted Woman Blues,Robert Johnson,"That video is not uncommon And they wheel-mouthed maybe Oh! Oh, oh baby, oh baby! It turned over me Allah The truth",1537.56091926741,0.07964064,-252.51877,104.93699,15.316828,42.67347,6.7626176,21.623579,-1.313277,5.691933,-16.619516,12.161627,-1.96795,1.9697651,-0.88895845,7.771046,2.3869514,1.7799876,1.3449866,3.6371129,4.9108076,-2.6554039,0.21098194,0.16093783,0.18874955,0.20268117,0.21735221,0.28019804,0.3294547,0.25060382,0.33041707,0.37706193,0.29860237,0.39391083
blues.00019.wav,blues,If I Had Possession Over Judgement Day,Robert Johnson,and a reddream And I went to the mountains to the bottom of the sea And I went to the mountains to the bottom of the sea And I went to the mountains to the bottom of the sea,1195.4133983085592,0.09763429,-236.6889,138.40428,-4.923575,47.647713,5.152376,8.895284,0.4828563,-3.8016675,-14.974891,10.432587,-0.3539615,0.7883455,1.7829303,4.2302113,-0.47101694,-6.1056542,-5.387077,-1.3430607,-3.722793,-4.3624997,0.19436336,0.19354899,0.15701021,0.25425065,0.34076017,0.14692922,0.13923535,0.24408165,0.43790004,0.55475724,0.25239962,0.17307656
blues.00020.wav,blues,Preachin' Blues (Up Jumped the Devil),Robert Johnson,I feel what you're laughing at You're right And it feels like I'm on a shot So all of a sudden You're good,1389.9522837601053,0.07535405,-230.42657,127.100525,7.1453543,39.784317,1.9449425,17.40534,-5.639429,8.25213,-18.104383,13.842513,-3.760913,2.5718598,-4.3208055,6.8123913,-6.1598387,-6.2154546,-4.5115924,-1.8506044,-0.53948647,1.5043969,0.24988872,0.17251883,0.21738862,0.2925994,0.49657047,0.24946392,0.22612888,0.34282178,0.38833624,0.29949126,0.28352594,0.4148592
blues.00021.wav,blues,When You Got a Good Friend,Robert Johnson,Give all of your spatons Love and treat her right I'm a treating my baby And I can't see no reason why I'm a treating my baby But I can't see no reason why I'm a treating my baby,1046.7275070203577,0.101118095,-264.67847,138.85834,11.156023,48.538254,14.895925,20.584368,3.2051423,1.2625881,-15.847021,15.986576,3.3616717,-1.513741,1.892155,6.3119216,-0.99486226,-2.4167242,-3.6847513,0.4993974,5.050747,-0.78670317,0.23320144,0.1618048,0.17967814,0.21733347,0.3863226,0.5575256,0.45657688,0.44280425,0.40352085,0.29652035,0.28424707,0.23417057
blues.00022.wav,blues,Ramblin' On My Mind,Robert Johnson,and sing a song. It's a Lima baby. But you treat me so on kind. I can't live in it. I can't live in it all on my mind. I can't live in it. I can't live in it all on my mind.,1156.202363121508,0.1134315,-233.85751,136.17209,3.2713184,48.931213,8.685134,13.97951,5.354868,0.39087027,-13.504575,16.856106,5.130938,-2.23188,3.9640326,5.3183618,0.81226575,-1.097914,-4.539752,-2.434786,3.313449,-0.6142795,0.38974726,0.23288271,0.21152747,0.25629783,0.3287828,0.49499997,0.35562563,0.32009533,0.28151295,0.31772667,0.25046697,0.23763889
blues.00023.wav,blues,Stones In My Passway,Robert Johnson,I have a bird to sing. I have a bird to sing. I have a bird to sing. I have a bird to sing.,1210.4571260262846,0.101914905,-227.26886,137.7307,-14.493466,63.555702,5.612641,11.984639,1.885552,-1.8633765,-7.6205554,-2.4471745,-2.886725,-9.429529,-10.923913,3.562558,4.1377063,0.0955439,-2.9725447,-1.3788751,7.541176,-3.0374627,0.20807508,0.27335873,0.18795392,0.20785001,0.48305604,0.22900411,0.124760464,0.16496523,0.28222007,0.65096694,0.36525828,0.19118232
blues.00024.wav,blues,Traveling Riverside Blues,Robert Johnson,"There's common back to fright for my mum, bear her fall night alone I got waving and big burp, clean on entertainers I got waving and big burps clean on entertainers",1120.3909802285903,0.08696161,-274.31186,130.41371,-6.3928003,70.405014,13.269141,9.461284,7.7256413,-1.2474906,-0.5775883,-2.3025885,3.783147,0.084823325,-0.93943596,2.2965147,4.2883782,-1.6618618,-10.444595,-6.7975335,-1.066052,-1.5959947,0.30606744,0.23341653,0.23148826,0.17517269,0.20543848,0.23799181,0.11788559,0.082357876,0.12760814,0.2973147,0.608955,0.53360045
blues.00025.wav,blues,Love In Vain,Robert Johnson,"I have learned you came, I don't need you turning blue And you came, Song lyrics, I believe in each of the songs And you came, the song, I believe in each of the songs",1109.721378629315,0.089179605,-249.2894,130.98703,0.67739,66.68578,17.897806,4.6237364,6.5983076,1.2490499,1.4163896,-1.579142,-0.9626631,-3.5719957,-2.9279816,4.596818,7.478901,-0.18313679,-2.8253267,-2.6788447,0.74854714,-0.5342602,0.24268873,0.20951726,0.26639345,0.18093738,0.23689622,0.30532306,0.13582204,0.11215391,0.17645557,0.4369102,0.77591395,0.41275713
blues.00026.wav,blues,Me and the Devil Blues,Robert Johnson,"And I said how long said I'm on, I believe it's time to go In a devil, World Vulcan side by side, In a devil,",1198.7544985722175,0.076938555,-284.69736,108.8052,9.088283,51.22274,18.091757,7.612261,8.779499,2.362829,0.005786435,2.250966,4.205099,-3.293317,1.6082983,2.6657817,3.3244853,3.260079,-4.558311,0.47801912,5.9297876,3.2283401,0.37567383,0.24711092,0.2183106,0.14892963,0.2058145,0.37001508,0.20077421,0.15389936,0.19805418,0.24975109,0.4662293,0.5094305
blues.00027.wav,blues,Hellhound On My Trail,Robert Johnson,and the deep blue spot it down at the hill and the deep keep from her knee as I have her on the trees and I have her on the chair and I have her on the chair if the deep will scream or see if the deep will scream or see and I have her on the chair,1391.4439037459135,0.09572528,-228.25066,130.3444,-23.29129,70.1721,1.1422709,7.6024475,0.90993816,1.9782512,-6.1670074,-9.396024,-2.562841,-4.5228944,-0.26295036,0.17933404,-1.5074475,1.4652519,-6.9718475,-8.32218,4.2389526,0.98148596,0.39033598,0.23876804,0.28077328,0.24514456,0.4131218,0.29711828,0.20195574,0.1253433,0.16362885,0.21441922,0.33201405,0.5618315
blues.00028.wav,blues,Traveling Riverside Blues,Robert Johnson,if you want it to inspirate for my mom relig ťonee I got navy in big可 clean on festin Oh I got navy in big可,1115.5411952519341,0.09958247,-248.98674,139.0672,-16.2825,57.117985,20.192654,10.188038,4.5439763,0.331279,-7.8779507,-3.4479153,-2.646489,-2.8313823,-0.9021665,-2.4017205,2.567503,-5.855444,-12.398049,-7.3100653,-0.94395065,-2.6873753,0.291271,0.22079146,0.2584635,0.17772096,0.21079667,0.30909228,0.16693708,0.10157758,0.1621763,0.3373442,0.5991713,0.47678855
blues.00029.wav,blues,House Carpenter,Kelly Joe Phelps,"Will meet, will meet, say no to love Will meet, will meet, say no to me I'm just return from a song so sweet And it's all for the love of you I'm coming, coming my whole true love",1649.2877536970093,0.124669306,-233.75082,101.178276,17.649767,23.733776,2.082033,25.941923,-16.958849,15.098034,-22.278715,4.3951225,-23.207403,-6.057175,-5.068857,1.0673921,-5.785367,-8.311131,-11.389136,-6.72795,-10.025585,-14.032895,0.26941633,0.35720193,0.47402057,0.43138194,0.28132463,0.2253452,0.20336454,0.22684214,0.2407507,0.31954256,0.17719384,0.16026366
blues.00030.wav,blues,River Rat Jimmy,Kelly Joe Phelps,"Playing boyhood mumbling pain, your sixth inch of boy played out the top of my red wing kicker I'm down the money, slip your grade, to the leave a pinch of fat and a wig, grand daddy lay All river at Jimmy and yours in fat, I'm river at Jimmy and yours in fat All river at Jimmy, unconditional",1378.9657764881297,0.17003015,-206.96808,117.792984,23.23588,28.297827,-1.1239153,18.862036,-21.949682,17.849985,-25.585644,2.129925,-17.794416,-8.015903,-17.607279,-8.139437,-8.648127,-15.528326,-15.317337,-9.66383,-10.0986805,-17.833735,0.24510247,0.16382198,0.19979613,0.27149525,0.2921726,0.46710756,0.375355,0.38638923,0.22237651,0.16280456,0.20548458,0.16564637
blues.00031.wav,blues,Hobo's Son,Kelly Joe Phelps,"Oh, look, took it's the hot camp ain't no Now two days no money hit the mark Now two days no money hit the mark She knew better fare when a girl at home",1331.0365912698594,0.1515323,-221.83113,110.83949,18.616821,30.920137,3.295923,22.587362,-20.41635,12.118737,-26.350498,-4.3674846,-26.413198,-13.045098,-12.654766,-1.8243437,-7.258695,-6.661085,-14.686605,-11.720062,-11.023768,-13.388403,0.13407159,0.28721806,0.4490414,0.3309781,0.15556233,0.1028725,0.19881527,0.2871968,0.24909942,0.41848806,0.24736317,0.18295348
blues.00032.wav,blues,Katy,Kelly Joe Phelps,"I'm a door, cause for me to go back down to the clover, you're singing soft and low, But singing soft and low, I'll do it",1309.6646971460593,0.101156905,-288.8077,105.89604,18.777039,23.710392,5.711881,25.549088,-13.47376,12.428972,-11.942034,1.5714254,-15.635912,-6.6506157,-11.713253,-2.9383888,-7.3725796,-15.697482,-10.9741535,-10.8895445,-18.505476,-19.103352,0.35371417,0.2190159,0.19678903,0.18292837,0.22371414,0.2961808,0.3117764,0.43531704,0.27741954,0.24801818,0.29640073,0.27394477
blues.00033.wav,blues,Wandering Away,Kelly Joe Phelps,"Oh, stop trying someday, some year Maybe when I told her I loved her and I did Maybe when I said goodbye, be my suitcase and my kid We'll find another place to call home for a while",1430.5981944868504,0.13312429,-239.03807,108.6572,34.151894,30.23917,-0.47574335,27.292637,-21.379398,14.150509,-24.510178,-1.8840461,-28.050291,-11.25665,-16.47693,-7.637185,-12.799123,-15.357241,-13.729804,-7.3977785,-10.089319,-13.291538,0.31172588,0.21653466,0.17708136,0.15544465,0.24418199,0.45707995,0.31716093,0.23538409,0.21042243,0.26943257,0.2820014,0.2533916
blues.00034.wav,blues,Dock Boggs Country Blues,Kelly Joe Phelps,Yeah well I've got no money to spend Even my role might be no I don't need Yeah I never had been down on my friend Even I am plenty of money good be able,1536.7310778930728,0.13591798,-217.23868,105.792366,15.617069,25.256382,-1.4402744,30.18982,-17.71522,17.318172,-27.209528,4.339167,-20.059492,-10.695945,-14.220667,-5.1562166,-3.4732654,-6.189413,-15.326929,-6.845921,-9.82767,-13.943093,0.23829386,0.32618284,0.4690556,0.38103127,0.24735846,0.23893549,0.19860117,0.21174568,0.23596491,0.3142888,0.15840231,0.12556355
blues.00035.wav,blues,Capman Bootman,Kelly Joe Phelps,"Because now the old guitar, seeing things look really young He could look at the clay on his bow, he sat a wise crackle whiskey knife,",1507.1047288496127,0.17330876,-171.8102,120.280624,15.327537,21.09045,-5.4192963,24.189465,-24.138222,18.551981,-22.348904,1.3031775,-20.763931,-4.9888525,-17.118927,-7.886534,-15.308929,-9.351315,-8.913866,-8.525089,-14.333635,-19.933723,0.19509724,0.17154741,0.25225756,0.2959511,0.33865762,0.37885484,0.29348487,0.29323283,0.28477123,0.35736343,0.39827952,0.19950078
blues.00036.wav,blues,Train Carried My Girl from Town,Kelly Joe Phelps,"Singing on a corner my head, hanging down on the crying, drinking my good wind Pull that drink every morning away It'll be crying out if crying, not me crying on a train",1247.4080160193946,0.19774859,-200.19609,116.34013,18.00621,25.31356,0.29173443,24.192478,-22.255909,11.186425,-26.848732,-7.6384597,-24.889929,-12.015526,-17.017954,-8.120277,-11.956443,-12.609149,-14.181589,-8.206693,-15.028046,-10.327059,0.26505947,0.1388776,0.13094985,0.14859883,0.2563792,0.49997854,0.2702742,0.12934479,0.1770304,0.24998267,0.31737223,0.21450487
blues.00038.wav,blues,Many a Time,Kelly Joe Phelps,"And I have one promise and I have one friend, only believing, they're gonna be safe All I can offer one way, word is in her, fuse dance around it by way blue ring Let me go quiet, not that I may listen, I understand that old way across",1513.5200525685516,0.1680856,-192.69382,111.18816,21.37331,26.392143,-0.64837533,23.48088,-25.470797,16.924429,-16.979984,5.79015,-25.725246,-5.045352,-17.632244,-7.9208665,-15.150279,-12.345927,-17.235107,-7.7819333,-13.042012,-17.948872,0.1209321,0.10103779,0.17656419,0.35501838,0.26481804,0.24474363,0.29145753,0.31145883,0.34649324,0.31772685,0.4434209,0.21708663
blues.00039.wav,blues,Goodnight Irene,Kelly Joe Phelps,Song lyrics Song times I live in a country Sometimes oh I live in time Sometimes I hear every great notion,1151.378029921571,0.08583747,-301.70715,111.53472,21.896408,16.14818,8.19624,22.085075,-8.614954,1.4815574,-17.084372,-8.345809,-17.013063,-10.57562,-15.689096,-12.605565,-12.253903,-14.553243,-10.102509,-5.7855344,-7.775144,-7.1861954,0.33049232,0.22631808,0.18006529,0.16500485,0.28336158,0.48211765,0.24665102,0.14493412,0.1780291,0.2871666,0.28442958,0.2557289
blues.00040.wav,blues,Love Struck Baby,Stevie Ray Vaughan & Double Trouble,"I'm trying to bridge the living in the head and watch too little that I know that I'm over the job Living time to see your make-up feels a fine hot pink grade in my blood run wild Living make-up feels like I'm not a man in my love, I'm in my life I know my love's strength baby, I'm a love's strength baby You got me love's strength baby, I know just what to do You're a little bit man in my love, I'm a love's strength baby You got me love's strength baby, I know just everything You got me love's strength baby, I know just what to do You got me love's strength baby, I know just what to do",2272.5176192636222,0.13483502,-110.284325,90.705605,-2.5283113,74.052734,-11.746768,39.214577,-13.1743,20.531588,-17.167608,12.827254,-21.434446,5.952132,-8.032604,4.243276,-16.482641,6.545287,-5.693636,-3.6378522,-4.857603,1.8532672,0.37617865,0.45132107,0.355824,0.4382875,0.29016563,0.2840234,0.32641563,0.48981038,0.67040086,0.45774198,0.33629033,0.2970637
blues.00041.wav,blues,Pride and Joy,Stevie Ray Vaughan & Double Trouble,"Where you heard about love and get upset through the blind My baby love and cause a song to shine, she must be a little fan She my proud choice, she must be a little bit better I'm not a little lover boy I love my baby, the heart and soul When black eyes are born",2390.7715766040606,0.12912002,-107.18975,88.47057,-4.1777873,55.48549,-8.01038,38.416542,-6.402575,28.576523,-19.820787,13.252739,-19.239794,12.076225,-4.583088,3.789716,-16.9937,11.624961,-7.362244,-3.6578155,-7.1791234,1.9747294,0.32456043,0.35915053,0.419727,0.5674114,0.30381763,0.25177103,0.32479167,0.3940813,0.4538379,0.42725965,0.4913419,0.32737902
blues.00042.wav,blues,Texas Flood,Stevie Ray Vaughan & Double Trouble,"Hip free, shy and wanna know what they say Because the different view And the feeling left And the feeling right Feeling all strange Run find Is Hyuk",2302.0756478879343,0.11095126,-159.56772,69.78482,-4.3918796,76.85114,3.9159086,45.16753,-4.867353,32.200516,-9.796341,7.8125114,-21.826967,9.682441,-2.5915892,3.3045378,-14.970442,10.23226,-4.08953,-5.8507586,-2.4700005,6.661132,0.45202047,0.48421323,0.34609017,0.2488407,0.31260255,0.36538532,0.42622957,0.36145958,0.329645,0.34400043,0.3950585,0.4666782
blues.00043.wav,blues,Tell Me,Stevie Ray Vaughan & Double Trouble,"I want to watch the trouble, read the troubles I've made I want to watch the trouble, read the troubles I've made That's the norm I've ever made, and don't want me to know more I want to watch the trouble, read the troubles I've made",2155.6312958781195,0.12724723,-109.195,100.62705,-8.620549,47.36422,-6.559237,39.620792,-8.523994,29.564737,-16.583515,13.170685,-24.20932,6.5919027,-8.641899,4.917566,-15.442783,1.5376118,-6.739273,1.4151818,-3.9658139,3.2878773,0.44725406,0.3154096,0.32273528,0.3677556,0.40908068,0.36744943,0.46419027,0.38035864,0.4196104,0.3853965,0.3904408,0.518912
blues.00046.wav,blues,Mary Had a Little Lamb,Stevie Ray Vaughan & Double Trouble,Song lyrics Song lyrics Song lyrics Mary had a little lamb This goose was white as snowgit Everywhere the tile went Song lyrics,1912.443629773089,0.1025371,-182.66501,90.68653,14.118146,67.55459,2.6876106,38.431614,-8.420627,24.123554,-13.787512,4.8449693,-16.676622,5.823079,-5.149289,0.19378847,-14.486603,6.864802,-4.4448314,-2.9868777,-4.8211694,5.399324,0.2961908,0.41959465,0.4235666,0.48048756,0.3638698,0.26518154,0.34930357,0.40148488,0.5097168,0.45436853,0.3903119,0.30084455
blues.00048.wav,blues,I'm Cryin',Stevie Ray Vaughan & Double Trouble,"The bear in trend is sweet, but I don't know what they would song crying Why do I have to feel it's way? I can't love my baby, I can't live another day Yeah, I love it's a long time, and it always waits And as long as the falling just like rain, it's so grand",2148.749819335174,0.12392563,-106.34815,102.64147,-20.172258,59.37521,-9.967279,33.70612,-14.182175,23.516733,-13.329083,16.026072,-18.923176,7.8317666,-7.8003836,4.0504375,-11.348732,2.0717623,-5.7422748,0.46529782,-1.916794,-3.1317525,0.3291551,0.39682308,0.4182691,0.46914294,0.29863623,0.27471393,0.32672572,0.38416067,0.4592265,0.40055272,0.47301924,0.32249966
blues.00049.wav,blues,Lenny,Stevie Ray Vaughan & Double Trouble,Song a song Song a song Song a song,1318.6237037811225,0.08856345,-255.97383,110.82752,21.460573,67.588135,4.288312,43.11846,-4.508348,10.442597,-8.718592,1.6548898,-20.58779,-2.4306738,-7.144061,-11.172763,-12.612459,2.7417226,-8.942421,-7.946157,-2.3538342,-0.71479535,0.2745373,0.3656733,0.3468444,0.32847908,0.21961531,0.2386167,0.18790069,0.1745793,0.21846327,0.25689432,0.42267102,0.29683062
